Entry	Gene names
J3KSD5	LLGL2
Q9H3B1	
B7Z3Y0	
H0YBE3	FAM184A
P78490	SP-A2
A0A0A0MTE1	PIH1D2
E9L3G1	CTLA4
L8EAN5	ODZ1
F0UY66	ALK
T2HM13	coxI
L8E6R6	C6orf26
Q14DF6	PPEF2
Q53GY9	
Q53HE9	
Q9TPT7	HLA-A
A0A0B6XJY6	ARID5B
A0AUX1	ZNF33A
B4DED3	
L8E996	HUWE1
Q49AS4	CDH22
A0A059RQI1	COX2
K7EIV8	CEP76
K7EKB4	RNF157
A8K3B8	
A8KAB1	
A8KAN8	
H0Y7Z4	RFX3
Q53GJ1	
Q8HNQ3	
A0A087WZM2	RNASET2
D6RBX8	PKD2L2
I6LEK8	KIR3DL1
Q16220	hGRP
Q3KPI8	ANP32A
J3QQN4	TLK2
D3VVF6	ATXN3
Q16097	APC
A0A059QH26	ND4
A0A059RR96	ND4L
A0A059RKH8	ATP6
B4E121	
H7C1V8	RGPD1
H9E7F5	ND2
U3LDT5	ND1
B9TWZ9	MED16
J7IF04	RHD
M0QZV1	CFAP221
H3BPQ2	CDH11
Q75N13	CLCN4
B3KPL0	
B3KUZ8	
B3KXS8	
Q7KYY0	PAM
Q86T00	
Q8NC84	
F8W7Q2	SMIM4
B4DF33	
B4DX14	
G3CIG6	MUC19
B3KTL8	
Q8NFY1	RHD
Q8HWT3	HLA-C
B4DE27	
B4DEN1	
B4DZ95	
A0A126LB35	U100
A0A126GWT8	OR8B3
C9J532	TLE6
C9JIN6	SLC6A20
I7JSY2	RHD
Q1RMC9	ERBB2IP
Q8WYC6	DMD
D6RAE2	SEC24D
M0QZY5	TNNT1
Q9H9M3	
A0A023PX70	
B4DSJ5	
F8WC49	KCNT1
M9TK49	HLA-G
Q08AG9	CYP21A2
A0A0A0MSK0	ZNF788
F1T0K0	FAM78B
U3KQU2	NSUN6
A8K539	
L8E8N0	C12orf51
K7EKP6	ATG4D
Q9BD14	HLA-A
B4DI09	
B4DPC7	
H9CWI2	FBXW7
A0A059RVR1	ND2
A0A087WZA6	SCAMP1
A5HC09	KRAS
D3TTZ0	TNFAIP3
H9RQA6	CYTB
Q9NT67	DKFZp761L191
Q9UJ31	A-328A3.4
A0A0C4DGQ0	APC2
V9H032	
A0A141ZQE8	ND5
C9J2E6	HRH1
C9J7U6	IFRD1
Q86UI9	STK17A
Q86WW5	ZFHX4
Q27I58	HLA-B
Q9P1M0	
Q9UDZ9	MICA
A0A096X3C9	ND5
L8EAU5	YBX2
Q2I377	
Q6ZUN9	
A0A0G2JKQ6	ZFPL1
R9Y654	ND2
B2R6N0	
B4DR36	
F4MHK2	UTY
G5D8K1	ND6
G9LEG2	CYTB
A0A0H4LVI8	HLA-G
B3KU09	
H0YE86	CSF3R
Q59F74	
Q5BLN6	HLA-DQB1
Q95IC4	HLA-B
A0A0A8K8C0	URLC2
A0A0C4DGP1	FAM220A
H3BPV0	MTSS1L
Q8TEK5	FLJ00189
U5U2J9	RHD
A0A0N7A475	HLA-A
L8E8Q9	CRLF3
Q30KQ3	DEFB117
A0A087X0J4	ASPH
A0A087X1M4	VTCN1
H9S3J6	CYTB
Q6B0F7	DDX60
Q95IA5	HLA-B
Q96RV9	
V9H058	RB1
B2R7P6	
B4DSX2	
B4E226	
B2R9X3	
B2RND4	OR8G5
K7EKC8	SPINT2
K7ERY0	BECN1
Q8MH35	HLA-DQA1
B4DN49	
C9JIY5	MTIF2
E9PMF0	SLC25A45
G3V2U9	FBXO34
Q5JWG3	PTPRA
H9E7R6	ND4L
A0A0G2JPC7	LILRB4
A0A141ZSZ8	ND1
A0A0X7YYM0	HLA-B
A0A126GW90	OR5B21
A0A0H4LZ34	HLA-G
B3KWY8	
B4DK14	
H3BS85	DOK4
Q1XE77	ETV6
B7ZAC0	
Q14424	HGpMiX
Q587J0	POLR2D
Q8TDX4	nbla 3076
F2Z3A4	HOXA3
K7EKF4	SLC25A39
L8EC86	CASQ2
H0YN58	PPP2R5C
H9Q517	CYTB
A0A096LPD9	TXNRD2
A0A0U1RRI4	NEBL
A0A0G2JSC3	MUC4
E2CZ38	CO1
Q92927	rab1b
X5DRL5	DLG2
A0A087WUK3	RPRD1B
A0A087WXR1	IZUMO4
A0A087X1K4	OR3A1
Q003V7	F8
Q8NF68	FLJ00305
W0LL28	GYPB
A0A140T9J1	HLA-DQB2
A0PJA6	TF
J3QRB8	RNF112
Q2TB00	FRMD4B
Q8WXN8	DRD4
Q85L11	COX1
C9J0H5	INPP5J
D1GI26	ATP8
B7ZAY2	
D3VVF3	ATXN3
H0Y9A4	SH3TC1
Q5H9S0	DKFZp781N1974
Q6KEH9	CFTR
Q6ZP54	
A0A075B6I7	IGLV5-48
A0A0A0PU36	ND5
D3U3K9	HLA-B
Q712V1	UBE1
H3BN60	JMJD8
E0X078	KIR3DL1
M4T5A7	HLA-A
Q8SNB0	HLA-C
B4DF00	
A0A0A1I7H6	HLA-DRB1
H0Y4B8	HLA-DMB
A0A0N6YMQ4	ND4
B3KM90	
B3KRW4	
C6K7H1	CYP21A2
Q4G8P0	cytb
Q59GA6	
Q9UGJ6	IkBa
B4DE91	
B5A941	MET
B6E5W7	INHA
B6D4Y6	ALK
K7ENM0	DENND1C
A0A059QWE2	ND4
I3L2Z6	TXNDC11
Q53HL1	
A0A087WT76	GALNT12
A0A087WVG4	PHF1
A0JP10	ERCC6
A8K0T9	
A8K799	
E5DYD7	ND6
I3NI33	ITGAM
Q13871	
Q95IF3	HLA-B
Q3B7W0	
Q96MZ5	
A0A0G2JPX1	KIR3DL1
A4D1Z2	LOC392621 tcag7.935
B6ZGU9	NR5A2
Q14253	EPR-1
Q7Z5U3	FEZ2
A0A087WXL3	POLQ
Q6IUU7	HLA-Cw
B4DJ75	
A8WFP7	ATM
B4DH81	
E9PSC1	EFEMP2
K9MAU8	DRD4
Q7Z4B3	MST160
A0A0N7A499	HLA-B
A0A0N6W1U5	COX1
A0A059RSB5	ND2
B7Z7G9	
M0QZ60	STAP2
Q75MS1	VPS41
Q59FQ6	
B7Z653	
D2Y6X9	cytb
F8WF53	TSPAN7
Q6ZP46	
Q9H654	
V5JKF4	CYTB
B7ZM00	HFM1
F4MHH8	UTY
A6PVU0	FRS3
B4DHC3	
K7EJ66	ZNF226
S6FMI4	POFUT2
A0A088AWM3	KIAA0825
C9JN55	GAL3ST1
A8K1D2	
A0A087X1R7	TPGS2
B4DGR5	
B4DMA9	
B4E0E9	
C9JKT1	PIGP
K4JUC8	BRCA2
Q7Z3Y5	VKA17
A0A087WTF9	BEAN1
A0A087WWL4	SPPL2B
A0A087X271	CNN2
O14854	
Q5R210	CPS1
A0A059QDN8	ND3
A0A087WUV6	ARID1A
B3KX78	
B4E3N8	
F8VV05	CNOT2
Q6ZMK7	FLJ00312
V5NS72	HLA-B
A0A0B4J1W8	FAM150B
V5LKF0	HLA-B
A0A0M4KNQ4	HLA-DRB1
G3V4N9	VASH1
B0I1T6	
B7ZB43	
G5D8R2	ND5
H0YJD1	PAX8
L0R6M6	POLR3K
Q9UFY2	DKFZp434F011
A0A068BI32	BRCA1
A0A068F4C8	
A0A096W906	CYTB
A0A0A0PQC8	ND5
A6PVU7	CGN
O14890	
B4E275	
E7DZI6	HLA-A
H6UV78	HLA-B
Q0PHS5	G6PD
Q2TB59	NNT
B4DF13	
F4MHI9	UTY
A8I423	TCAP
A8K3H4	
A8K8V7	
F6XBR9	SAPCD1
H0YGW2	ZBTB16
Q96J99	
Q9H4N9	
X2G254	FAT4
A0A059QQF2	COX3
A0A059S1K2	ND2
F2Z2X3	FAM160B2
L8E771	COL5A1
M0QYP4	CD22
Q53H53	
Q6R743	HLA-Cw
Q5I6N7	CFTR
B4DIC6	
B4DTZ3	
B4E1L5	
C9J6Z6	DAG1
D5K9R7	POU5F1
K7EIW1	ZNF461
K7EPR1	PODNL1
Q59FI4	
A0A140T9E9	BRD2
E9PKL5	FOSL1
E9PQZ0	CHID1
A0A0A7C4J3	HLA-B
C7B2P7	CYTB
Q53HF3	
Q6ZQY1	
A0A0G2JNM9	CYP2D7
B4DR52	
H0YBH0	C8orf74
H0YHW1	BICDL1
Q8N7P9	
Q9NP07	CFTR
F5GYK9	INPPL1
A0A0H4LVE0	HLA-G
B3KNP0	
B3KWV1	
B4DRJ7	
S0F2B5	HLA-A
A0A068PC44	B4GALT3
A0A068CC51	ATP8
A0A126GVV9	OR13D1
A5HC12	KRAS
A8K556	
A8KA56	
H0YGZ9	FGF6
Q53GM6	
T2HMI4	cytb
B4DWT6	
Q9NYE3	
A0A059RIL0	ND4L
A0A0K0KRJ8	HLA-C
A0A0P0HX13	MC1R
K7ER64	C18orf25
A0A087WZZ4	RHAG
Q2TAL1	CDH24
A0A087WYX7	LTBP4
C7DTY4	CYP21A2
G9FS74	
Q6IBP2	HMOX2
A0N8J8	
B4DN78	
H3BML8	TMEM219
L8E9D3	FANCA
Q8TEM9	FLJ00164
B4DK58	
D0QYR0	MYB/NFIB fusion
L8E944	ZDHHC6
O95681	XB
Q53TP8	ALS2CR19
Q6QSW2	
F4YA15	
F5H4N6	GRIP1
H0YI82	ASH1L
Q3KRI4	ACE
A0A0J9YVP6	PUF60
Q4PIZ7	hNF-L
Q59GK9	
Q59H64	
B5U9V4	HMBS
B2CB87	ND2
F8WCR9	GRM7
G3CAS6	ODZ1
Q12810	PSG11
L0R5B8	LPPR2
B7Z8U2	
J7FH15	SLC14A1
L8EAE2	C13orf34
M0R091	ZNF671
Q9UET3	
A0A059RMK8	ND3
B3KN47	
B4DP53	
H7C065	SPRED2
A0A0M3LCK2	MICA
A0A126GWP6	OR52R1
B3KU11	
F8WD56	VWA3B
B7ZAX0	
E9LRP2	POU5F1P4
Q7Z5W8	ACACA
A0A0A0MS63	LVRN
A0A087X0K0	COL15A1
B2R4K1	
H9S4X7	CYTB
Q6ZNX6	
Q8N6V2	
K7EQU0	ITGAE
L8EC95	MMP1
A0A059RNJ9	ND5
F8VYL8	PCED1B
Q6NW43	TRPM3
B9TWZ7	MED16
B9TX63	MED24
L8E8A3	C6orf132
L8E9Y5	WDR1
M0QZ04	ZFP36
Q9NSI3	PRED43
B3KNI8	
B4DHM7	
B4DPH3	
C9JXB3	TRAF3IP3
H9E7G9	COX1
A0A0G2R143	HLA-A
A0A0S1S772	ABO
A0A142IK85	TACSTD2
Q861B1	HLA-C
L8E9V8	NBAS
Q16343	BPTP-2
Q8NCS1	
Q9GIN0	HLA-A
A0A126GVA8	OR13F1
B4DLQ8	
C9JDY8	SCNN1D
A0A0N6WJE7	cytB
A0A0N7D572	cytB
B4DE66	
B4DTK6	
Q16007	
A0A0A8K992	MDM2
I6LEL0	KIR3DL1
Q08ET8	
W8T046	HLA-B
E5DY67	COX3
J3KSM8	RAB31
K7ES17	SETBP1
Q9TP13	HLA-G
A0A059QTI8	COX3
A0A0A0MS48	DENND1A
A0A0U1RRK8	KIAA1217
A8K548	
A8K9F5	
B2R6P2	
C9JTV9	SEMA5B
F5GX95	RAD52
A8K134	
H0Y6L9	RHBDF1
H0YGV9	ST8SIA1
Q9P0L7	
X5DRK2	NPAS3
B7ZC35	ETNK2
A0A0D9SFG5	ZNF302
A0A142J286	HLA-DPB1
A0A0G2JLG9	NFE2L1
A0A0G2UEQ4	PRMT8
A0A087WVJ7	COL19A1
D3VVI7	ATXN3
A0A0H4CUT2	
E5L3Z6	ABO
Q59G12	
B4DHP9	
B4DNN4	
C9JIP9	CCR8
Q71RC6	
U3LSH7	ND1
C9J6P1	ARF4
Q86VB0	TNS1
A0A059QEB7	ND4L
A0A0A7C3R6	HLA-A
Q6FHB5	HMOX2
Q71RE0	
B7Z2H8	
K7WII4	ND4
A0A109PW50	
A1C2F7	GDF8
B3KQF0	
B3KV84	
B4DET0	
B4DZ93	
G8JLG8	C1orf127
Q8TE01	derp12
I1W1M3	HLA-B
Q562Z6	ACT
Q8NBP1	
A0A059RMI8	ND3
D6RIS2	MGAT1
F8VP39	TMEM116
Q05DQ0	PIK3R3
B2KJ49	
A0A059RWX8	ND4L
A0A0A0MT96	IGKJ3
I3L517	SPATA22
I7G276	SAMD11
Q5JYW6	FHAD1
A0A140F379	FOXE3
A0A140T9X3	DDX39B
J3KRR4	PRR29
K7EQP5	PHF12
Q5JWS0	ERGIC3 RP3-477O4.12-006
A4D2P9	LOC389605 tcag7.959
Q2QFB5	SCN5A
Q8MH33	HLA-DQA1
A0A087WZT0	SAMD4B
B4DV72	
B4E2Y8	
D5KMZ1	CYP2D6
H7BXC5	FAM135A
Q8WXL6	DRD4
Q96RZ6	tryptaseC
A0A087WVK4	TCEB3B
O43200	TSHR
Q6IAX5	EIF3E EIF3S6 INT6
Q9H6D6	
Q9TPU0	HLA-B
A0A0H4LXB5	HLA-G
A6NDY9	FLNA
B3KT75	
B4DTA6	
B4DYW1	
A0A0G2JRE6	MUC4
A0A024R0B9	C1orf62 hCG_39932
A0A126GVT4	OR8S1
E9PM43	CD82
G1EN44	
G3V3E0	MLH3
Q96AG1	ZSCAN29
A0A059QPW0	COX1
H0Y5P9	SLC5A9
Q6ZME7	
L8EA98	PCTP
Q67AS0	HLA-DPB1
Q92967	ZF6
J3QKK7	GRB7
Q5TGM7	TULP1
A0A0K2GUM5	HLA-B
Q53ER5	
Q5SBJ9	CR1
F2VPV4	A4GALT
A0A096WXE1	COX1
B4DMM0	
B4DPW3	
B4E1E7	
B4E312	
F4MHD9	UTY
Q75MN1	GARS
I6W807	CDK19
A0A087WUG8	TTLL11
A0A087WXC8	CYLC1
D2CTG1	
E3WH89	
H0Y8T1	SGCA
H0YFY3	GRIP1
A0A0C4DGQ6	RPRD1A
K7EKR6	MYCBPAP
Q6NSF1	SCAPER
A0A0E3DC54	HLA-C
A0A141AZ52	HLA-A
B7Z3F2	
B7ZML9	C20orf96
E9PMR1	ATP6V0B
E0X9R2	HLA-B
H0YHA5	STAB2
Q3ZB84	PTCD1
Q8HNR5	
Q9BS84	
H7BZQ5	PNCK
B7Z1P8	
A0A0A0PSC0	ND5
R9Y3Q9	ND1
A0A0M3LAU3	MICA
F4ZW66	
F5H8I3	BPIFB6
L8EBC6	TMEM123
A1L4G8	C18orf34
A8K482	
D7NQV3	HLA-B
H0Y8Z3	MAGED4B
H9R5T6	CYTB
Q2TUW9	
Q6P4C1	SLC2A11
Q9UE57	
Q9Y3V7	DKFZp586A1519
V9H0E9	NPT2
A0A087WUA1	ACACB
O14851	
A0A0G2JRD4	POTEB3
B9EH69	ZNF658
Q8TBK0	TRPM3
A0A0D9SFE8	POTEI
A0A0M3HER1	LIMS1
A0A140T9Z7	HLA-C
A0A075B781	PNLIPRP2
A9XAL3	HCR
E5RFP8	TRAM1
F8W1G4	TPCN1
K7EL22	HKR1
L8E8A9	IPO7
M0R1E1	U2AF1L4
A0A0C4DGF0	ERMP1
Q8NG36	BPA-1
Q8TET9	FLJ00072
A0A0H4LVH3	HLA-G
B3KSC0	
B3KWY1	
D6RAJ5	TMEM175
Q007T8	CYP2D6
Q13383	RBM
Q16409	PRNP
Q59FS2	
Q5R2U8	WDR9
Q8TCR8	DKFZp761G0122
Q9H3G0	UGT1A7
V5NQS8	HLA-B
B2RBY1	
B6ETL4	RHD
J3QL75	CDH3
F5B9H7	HLA-B
J3QRD7	MAGEA10
B7Z288	
Q6P5W1	BTBD10
Q9UHH2	
X5DNN9	GSTM1
A4D1F5	LOC402286 tcag7.1018
B4DM73	
B4E2S4	
X5C6M5	COX2
Q658W9	DKFZp666J2410
A0A0G2JPF2	OCLN
L8EA58	GALNT4
M0R0R5	GOLGA7B
Q8WXN5	DRD4
B9EGA7	CDC42BPA
Q495V9	SEC14L3
B3KRV9	
B4DFF9	
B4DY71	
Q13222	GATA-4
Q59GB7	
A0A059RJ10	ND6
A0A0A0MTQ9	TRPM1
B2RBF5	
F1AKZ3	COX3
A8K6D3	
A8K8Z4	
H3BME6	SYCE1L
I6QAV6	ND2
Q7Z3K4	DKFZp686K0193
B4DTH5	
M9P9B2	HLA-C
Q4F340	ND5
B2R918	
A9QQ23	WASH
H0Y965	FAM149A
B4DMQ0	
B3KX99	
D6RDV2	UQCC1
F5CJX6	MICA
Q7Z539	MUC1
Q9UGK2	mGluR6
A0A0A7EP36	UNCX
B7Z4V1	
B7Z5R7	
B7Z9S7	
Q9H6X9	
A0A140T9A9	HLA-B
Q8WXX9	MACF1
V9GYI9	ZNF596
Q149M6	EXPH5
Q86U68	
A0A0B4J2C9	PDXK
B4DEV5	
B4DXP2	
B2R506	
B2RCE0	
H0YCM4	KCNK7
Q9HC66	HFE
A0A059QC08	ND4L
X2BZC3	SETDB2-PHF11 fusion
A1A418	HLA-DRB1
A5PHJ8	RHD
E5FF36	PI3CA
K7EJ47	FLOT2
K7ES91	MPPE1
Q5I0G1	APBB2
V9JCX3	ND5
A0A0C4DGD3	TACC1
H7C4Q4	C3orf67
Q6PF12	C20orf132
Q9UQB2	CD22
A0A0A7C9A3	HLA-B
A8K486	
B3KSI5	
B4DN30	
B4DUF4	
B4E0Z8	
C9J6M1	BARD1
H9SVK6	COX1
A9UKF7	UGT1A9
B3KR92	
B3KU30	
B4DL45	
B4DRP3	
Q4G0L8	COG1
A0A0G2JN24	TAS2R31
A0A143FYL9	COX1
V5L9N0	CYTB
A0A126GW28	OR11H13
A0A126GWD9	OR51L1
A2VBQ3	AVGR8
B8X480	
E9PJC2	TMEM241
G3V4Q3	MYO15A
Q8IVY9	ANKRD11
Q8N1K8	
B7Z6V7	
D0UTR9	COX1
O15203	ME6
O75961	
Q6I9U9	LGMN
Q8NI47	PLA2G2A
B7Z6H5	
Q0GM94	
Q6IVJ9	HLA-A
Q71UH4	TOP2B
D6RDV7	GPM6A
J3QQJ6	DCC
A0A0J9YVZ6	MYO15B
A0A0P1IVP9	RHD
B2R7D3	
F4MHN5	UTY
F5H0H5	CADM1
Q4W6C5	HLA-A
A6NJT9	CD99
E7BAS5	RHD
Q15952	AGRN
Q504U7	GBF1
Q9NPU8	DKFZp762P233
S4R454	ETV2
B4DNU2	
B4DWA5	
C9JTE0	MOG
Q53SV4	DGKD
V9GZ48	WDR6
K4JUB6	BRCA1
A0FJ58	WT1
A8K9T3	
H0YC51	ZFAT
H0YMI5	AKAP13
I3L0M6	STRA6
Q14968	
Q8WYU0	pp7518
Q9BWI9	OTUB2
A0A059RJB1	ND3
L8E7A8	C18orf1
J3KS04	PLXDC1
Q6LEI2	
Q7Z524	
A0A0A0PUW4	ND5
K7EJD7	CELF4
Q7Z3Z1	
Q86W18	PRSS1
X6RDK7	UBXN11
B7ZLZ9	NDRG3
Q96PN9	UGT1A7
B2R7Z6	
H0Y7S5	SHANK2
Q861G0	HLA-DQA1
A0A0H4MA62	HLA-G
B3KPK8	
B3KWN0	
O00362	
A0A087WW74	SASH1
A9UKE9	
D6REP9	MTTP
F8WDU2	ANKRD28
A1YZI0	
B4DIQ4	
B5B596	VKORC1
F2VS05	DSPP
E5E1D1	COX1
K7ERN0	DCAF15
Q8TEX8	
X5D2T4	HLA-DPB1
A0A0E3DDI3	HLA-C
H3BM27	CALML4
Q6NTE1	ZIM3
A0A059RM10	COX1
B3KMT1	
B7Z9A4	
C9J342	GABBR1
E7EW05	SDAD1
Q9UG47	DKFZp566H033
M0R334	DPP9
H3BPK5	SLC7A6
Q9BWV0	
A0A0C4DGW3	MUC1
A0A0U1RQK3	APOPT1
A0A141AZC1	HLA-C
A0A023I8X8	COX1
G9LCZ0	ND5
E2GJK8	HLA-B
H0YLF9	GALK2
Q53RV5	ZNFN1A2
Q59EX2	
Q8HG27	
A0A023Q2M3	COX1
D2JYI4	TLR4
F8WF27	TM4SF1
A1Z2K8	
B4E058	
Q59GH6	
B4DUK2	
E7ERG9	CCDC129
I3L2P7	CIITA
Q06DL7	F8
Q5NT82	ITPA
A0A087WTX8	SCAMP1
A0A087WUU5	C19orf25
A0A087WWI9	SMC6
A0A087WWK9	HOXD11
A0A087WZ19	BARD1
H0Y778	NOL4L
B9TX59	MED23
L8E9P9	C2orf54
P78484	FYN
Q2HWF8	HLA-A
C9JD35	PHOSPHO2
H0YID6	KRT79
Q86TV4	
Q8IXS7	SRGAP3
A0A0J9YWD0	IGHD3-3
A0A109PS32	
A0A120HV04	CD248
B2ZBW1	GATA4
B3KPI8	
B3KW06	
B4DM42	
B4DSD9	
Q59EK2	
A0A059QS05	CYTB
K7ELB5	DPY19L3
H0YAZ7	STPG2
A0A0A0MSK5	TOR1AIP1
Q53GK6	
A0A0H4LWZ2	HLA-G
C6GLW5	
S4R2Z2	DRAM2
B2MXE7	ALK
B4DFH2	
F8WCJ8	NUP58
Q8IVT4	MGC50722
A0A0C4DGR5	ZNF496
A0A0G2JLX3	NLRP2
A0A087WSZ6	DHRS4L2
A0A087WUW1	
A0A087WY28	OPTN
A2MYD2	V1-19
A8K601	
F6KSZ5	DHH
Q5ZGJ2	BV17S1J1.2
A0A096W024	ND3
B4E2F9	
F6MZ68	TERT
H9E7P4	CYTB
A9QQ18	WASH
L7NV21	ND1
Q6P5V6	SNX5
A0A075B7C8	SRGAP2
F8W0F5	G2E3
B7Z5E0	
H2BE82	HLA-A
Q9UL70	
Q8NAS8	
H9ND74	RPE65
M4N8N3	
Q6UWT8	UNQ353
A0A0H4LTZ3	HLA-G
D6RC19	THAP6
Q8IUH6	Mitf
B4DHQ0	
B5BUB1	RUVBL1
Q5TAL2	SNRPC
A8YPS5	KEL
H0YAB4	PPP3CA
I3L2E8	LRRC59
Q59FM8	
A0A0X9USM3	
E5E1I7	COX3
J3KT81	CDH8
A0A0U1RQB8	SERPINA2
J3JS72	COL11A2 RP5-1033B10.5-003
A8K6V0	
E7EQ18	RBKS
J3QT83	COL14A1
Q68DD0	DKFZp686P06174
Q8IWQ2	
A0A087X1N7	NEB
H0YMZ8	DUOXA1
I3L4D7	SPATA22
Q8WYC7	DMD
Q9HCS8	HSMBPC
V9H101	
B4DXJ3	
A0A0E3DC01	HLA-A
A0A0U1UAT8	
A0A141ZSL1	COX3
B3KRK9	
C9J7C3	CPT1B
K4PX46	ESR1
B8ZZ55	C2orf70
E9PJH3	AGBL2
N0E638	CSNK2B
Q59FX4	
Q68CP7	DKFZp781G125
Q6I688	HLA-A
Q7Z7I9	
Q8WXM5	DRD4
Q96HX7	HSP90AA1
A0A059RNI5	ND1
A0A0A0PND4	ND5
F8VQW2	GNPTAB
L0EQV3	TP53
Q6ZS14	
B5A937	MET
F8WB03	CREM
Q67AQ7	HLA-DPB1
Q8N8I2	
A0A0J9YWN9	ADAM32
B2RB33	
F5H5W7	KDM2B
L8E9E6	SOD1
L8E9S5	VPS53
L8ECE0	CLCA4
M0R1H3	
A0A096LNV8	TMEM262
A2NZL4	TCR
H3BRK7	KLRC4-KLRK1
Q9NTB2	DKFZp434P232
A4UCS7	
B4DI22	
H6QVQ5	CD247
H9E7G6	CYTB
A5X014	
H0Y6B2	SUSD1
H3BPA8	PLEKHG4
I3L446	PDE6G
Q53G14	
A0A059RN26	ND2
A0A087X275	FAM156A
K7EN51	NEDD4L
Q8WVU8	RBL1
Q9Y645	PIF1
F2VYI0	HLA-A
K9L7Y9	HLA-B
Q8MH06	HLA-DQA1
A2VCL8	AARS2
B7Z8A8	
B9EH02	FLJ44653
E9PKV3	ST5
G1EMJ6	HLA-B
Q2F831	
Q8IX59	
Q8WUQ0	
B0AZT9	
F8W1G8	CSRNP2
Q6ZP99	
Q6LDG4	C2
Q96JD1	
A0A0D9SGB2	FHL1
C6GLW9	
D6RAX9	FAM193B
Q14497	hCBF-C
L8E891	OXER1
M0QY53	ZNF548
Q15IP0	COX3
R9Y9M1	COX1
A0A059QL46	ND3
A0A126GVV3	OR2G3
A6ZJ82	SYN3
H0Y6L4	WDR64
I6ZY36	IRF5
Q53RT9	DDEF2
I3L3G6	CCDC40
A0A087WXC2	LTBP4
Q5W554	CHRNA7
Q96T73	TMPRSS2
J3KQ49	CSRNP3
L8EBB2	RAPSN
Q30087	HLA-DQA2
A0A059RKL4	ND3
D3VVL0	ATXN3
D5H3U8	HLA-A
H7C0N2	C2orf70
H7C266	P2RX6
Q6ZNY5	
B4DGP0	
B4E0N9	
C9JUC1	IQCG
A0A0H3W5P3	MYOC
L8EBE6	NANP
Q4W5J9	LPHN3
G3V297	CAMTA1
Q8IZ97	CELF3
A0A125U0V1	
B3KMC9	
B3KRK6	
B3KW87	
B4DL42	
B4DSZ7	
Q59FM4	
K7EK14	ARHGAP33
A0A0J9YXA0	MED16
A0A087WTJ4	TREH
A0A126GVF0	OR52N4
A0A087X226	UAP1L1
D8L4A0	CYTB
Q16411	CYP2G1 homolog
Q2TNB2	
Q86YM8	
B4DIJ7	
B4DWI6	
B4E367	
D5KN64	CYP2D6
M9P9I6	HLA-A
H9M499	ND5
A0A087WZY6	ENO4
E9PIU5	BTN3A2
L8EA09	SSH3
M0QZ65	ZSCAN18
S4T6S7	HLA-C
V5LDE0	HLA-A
B2RCU8	
B4DZS1	
L8EC99	SMARCD1
A0A059RI25	ATP8
H0Y588	EFCAB2
K7EKK9	ULK2
K7EQJ7	FBXL12
A0A0U5PZJ8	HLA-DQB1
B4DF47	
F5H4M4	GRIP1
B4DYZ6	
M9WKA6	HLA-B
Q4V370	SECISBP2
X2QEJ0	FLT1
M9TIT3	HLA
A0A077QPI2	KEL
H0Y2Y5	N4BP2L1
H0YND4	CIB2
Q53FI3	
Q6YBQ9	BACE1
Q7Z565	ACC1
H9QPE1	ND1
A0A140T8Y0	VARS2
A0N4Z0	Tcr-alpha
Q86UJ1	CNTNAP2
A0A0K1MZC4	COX1
A0A087WXC4	TNN
E0D853	GP1BA
F8VS40	HVCN1
Q0IIN4	TACR3
Q6UUU9	NRD1
B3KN61	
B4DMT2	
B4DX33	
I2E4T0	SMN2
Q6ZNN7	
Q9P1E5	
A0A068CCX5	ATP6
A0A0H4LTU3	HLA-G
Q99486	ABO
A2NWW1	VH-3 family (VH26)D/J
B2ZRE2	
B7Z5X0	
F4YK10	GLB1
H0YHU2	TMEM106C
A0A059QMM8	COX3
B2RDX0	
U3KPT4	MGAT4A
A0A140T955	HLA-A
S4R3Q7	C10orf90
A0A0C5BA16	ND1
Q30183	HLA-B
A0A096LNN0	
A0A0B4J212	FAM92A1
B4DMV6	
G9HRK7	HLA-B
H7C5J6	LAMA5
H7C5P8	NME9
Q50KM3	Hosa(Adygei)-T2R38
Q53FK6	
Q5S3I7	HLA-A
A0A087WWJ2	NAA50
A2I827	NKRF
E5RHS1	ZFHX4
Q3ZTT7	SH3BP1
A0A0H4LZ60	HLA-G
A0A0U1RRI0	PTPN11
B3KWZ2	
A0A0F6RA79	
A0A0K0KR64	HLA-B
A0A142J256	HLA-A
Q14461	GYPB
Q9HAH9	
A4VCH5	ADARB2
D3VVE3	ATXN3
F8W128	SPATS2
Q6IPK3	TNXB
Q6ZNI2	
Q71N00	
Q9H3G2	UGT1A7
W0S0D3	Pe1Fe13
C6GLR0	
D6RDN6	ALPK1
D6RHJ2	HMGCLL1
G8HBB1	GRIA2
Q67AR0	HLA-DPB1
Q69YV4	DKFZp761P1423
V5LLY9	HLA-B
A0A126LB21	U74
B4DHI1	
H0Y5M0	GLT1D1
A0A059RVY3	ND4L
B4DQZ7	
F4MHI3	UTY
A0A068BDU2	BRCA2
E9PQ95	WHSC1L1
A0A087X003	MEGF11
G3V5N6	EAPP
A0A140TA19	HLA-C
I6L9J2	TTC7A
Q562X7	ACT
Q6ZU61	
Q86VN0	ZRSR2
Q6P534	TPO
R4GMT2	GORAB
C7F7K7	CYP17A1
B3KU40	
B3KV64	
M0R244	HPN
A0A0K3AT85	HLA-B
H0YNL4	KMT2C
Q7Z3H2	DKFZp686M1483
V9H0V7	
A0A087WTF2	UQCRH
