Entry	Gene names
F4MH48	UTY
O78136	HLA-G
Q16183	GPIa
F4MHG1	UTY
F5H3P1	OXGR1
Q59G45	
A0A0C4DH17	NLRP12
D6RB42	REEP2
W8FKX0	RUNX1T1
A0A0E3DCW8	HLA-C
A0A059RRN1	COX1
Q53GN8	
Q5SQ16	LCN12
Q96JR8	
Q9BZM9	
V9GYF1	BMP4
A0A0X1KG79	CHRNA2
E7EM81	KCNMB2
U5Z5R7	ND1
Q9UL82	
A0A075B780	TNPO2
Q6ZU18	
E9PKL3	WHSC1L1
O15224	
G3V2J5	IL11RA
Q7KZ36	TH
Q8IWV3	
Q8NG55	ATF3deltaZip2exonD'DE'E
A0A068BFV4	BRCA1
J3KMZ9	LDLR
Q8TEV7	MTNR1B
Q9UMW6	TAP2-G
U5YR71	PRDM9
A0A0C4DGD2	SLU7
B3KVJ5	
B4DL78	
B4DRH6	
Q05CT7	
Q6LEU7	PSG9
Q8NF18	FLJ00384
Q96NT7	
A0A087X1J2	C16orf72
A8K4E4	
C9JDS9	TUBA4A
Q53EL8	
Q53G76	
Q8N730	PBR
A0A0C4DH72	IGKV1-6
B3KT45	
B3KUE8	
B3KWT6	
B4DL50	
K7EMW0	ETV4
Q59FG7	
Q5CCG6	RHD
V9JTH7	ND5
B4DG97	
B4DUG8	
H9M486	ND5
E9PI63	C11orf24
Q6IQ30	PABPC4
A0A0A0PWF8	CYTB
A0A059RTB1	ND4L
A0A0A0PX67	CYTB
A0A0B4J2A4	ACAA2
D6R949	GSTCD
A0A0U4DR30	PSTPIP1
B7Z4L9	
Q8N5Q4	
B4DDU7	
C6ZRC3	
L8EAE5	PLEKHH3
C7SK85	COX1
D3VVT2	ATXN3
H3BRJ6	XPO6
Q9H7U7	
A0A096LP31	
H7C063	RGL4
Q6NT72	UNC84B
A2N0T4	VH6DJ
B0EVZ6	HC21ORF7
E5KNB2	
A5HC14	KRAS
Q4W5A4	EVC2
U3KQJ7	NECAB3
B7Z8A2	
C9J345	PIK3CB
C9K0M5	INPP5J
G3V3N3	ZDHHC22
K4UQ76	RHD
Q8NG69	MINK
Q16021	PAH
Q29RX5	GAS7
A0A076V826	RHO
H7C0N7	HEBP2
F8VXJ5	ZNF641
Q96G78	EXOSC10
A5PLK7	RCC2
B4DDS6	
H3BTM9	TCF4
M0R1V9	SHD
Q9H7G6	
U5YS13	PRDM9
A0A023I9A5	ND5
A6PVK7	C9orf84
A8K1Q5	
A8K721	
A8W2K2	MLH1
H0Y8A3	MAP3K6
H0YEJ4	CAPN8
S5MI63	
A0A087WZE1	NBPF9
A0A087X1H5	ACAP2
B4DE17	
B4DS03	
B4E3F8	
C1K3N3	IGFBP1
D6RBX9	HAPLN1
Q597H5	TRG10
Q8IUR2	RASIP1
A7LFK7	CEACAM20
D6RE70	MRPS18C
F8T7W6	SCN1A
J9XT30	ABO
A5Y848	TNFSF13
A0A059RNS8	ND2
K7ERX5	PIGN
A0A059RKZ7	ND3
Q15422	
Q3KPF3	CYP2D6
A0A0U1RQD8	RGSL1
H3BNQ0	RGSL1
C9JM56	SLC25A48
Q658J0	DKFZp762L015
A0A0G2R1L8	HLA-B
E9PL67	HINFP
G3V3U9	C14orf39
A0A0S2C6M1	SLC29A1
A0A109NRC5	HLA-A
Q58HE7	GYPA
Q59EN6	
K7EJG9	ZNF653
V9H1I3	orf 1
Q8NG26	
B4DVD9	
B4DW52	
C9JEN1	DAG1
Q5QQ12	HLA-A
Q71UA3	GLUR5
B7Z2Y4	
B7Z4P5	
B7Z8W5	
A0A0G2JML4	C6orf10
L0R6Q4	SMYD3
H0YHY2	CACNB3
Q9NT49	DKFZp434C2019
Q9UE44	
A0A126GVW1	OR10X1
A0A110BH75	HLA-A
Q8N7J1	
L8E6V6	LAMA3
Q2LC36	
Q6RBG9	MCPH1
Q96E43	OSBPL8
T1WEP8	HLA-B
A0A0A0MTE0	ALG2
E5RG88	WISP1
L7XDQ5	ND2
A8K8A4	
H0Y376	TMEM254
H0YDN7	PKD2L1
I3PXS6	CYTB
Q4VC15	USP32
Q5SA37	CYTB
B4DQQ9	
B4E3P3	
A0A0B4J241	TRAV13-1
B4DLN7	
F8TAD9	
F8WFA2	MROH7
Q24JR3	SEMA6C
Q4LEJ8	SLC21A2
Q6UP09	SCNN1A
A0A059QF83	COX1
A0PJH4	PPP2R3A
J3KSR6	CMTM3
Q6ZVH0	
A0A087X2G9	TTC25
Q0ZCI2	
Q6Q321	SMARCB1
Q99477	ABO
Q6ZSY7	
A0A0A0MQS3	C19orf53
E7BJ57	CCR5
Q6NXF2	FLNA
F2YHL6	APOBEC3G
H7C513	ZNF76
A0A0U3LNL0	BCAM
F8VPF2	FAR2
A0A0D9SFS2	TRIP6
L8EBH7	CSMD3
Q8NHK2	KIR2DS5
Q147W7	KRT1B
B3VRM0	HTR3B
B4DQ54	
L8EAZ8	EAPP
B9EG57	IQCG
G3V569	AKAP6
Q86TY5	
Q8IZW4	
A0A126GVS8	OR4D2
B7Z5N1	
E0XAW8	THRB
Q29969	HLA-Dw12
Q5RLJ3	LHX4
Q8TCM5	DKFZp547H118
A0A0P0H5T8	MC1R
U5YMF0	HLA-A
A0A0B5HP19	SOX2
A1A436	HLA-DRA
J3KRW5	OAZ2
L8E9G9	TNS4
Q7Z3N5	DKFZp686M11215
A0A0H4LVN1	HLA-G
B3KXJ6	
B4DKU0	
B4DSE3	
A4ZL69	ATP8
F8WEC3	TBL2
Q05D80	RNMT
Q8WLS8	HLA-B
A0A0A0MSC3	GRM7
F5H2S4	AKAP3
H0YIM4	RNASEK
C9JBD2	CYP3A4
K7EKM2	NFKBID
A0A0D9SG66	IDH3B
A0A0G2JQI2	MUC4
A0A0U1RRD5	PPY
A0A141AZ50	HLA-A
A0A141AZF7	HLA-C
Q4JCP9	ACTN3
A0MWC9	CALM/AF10 fusion
A8K6Q9	
D0UWM2	KIR2DL2
F6KRN1	HLA-A
H7C3W7	TAS1R1
Q8IX74	
Q8N8C6	
A0A087WTS8	HSPA4
A8K583	
F6L6Y3	SLC14A1
A0A140H968	RHD
Q5QEX9	IL17
B0QY21	NUP50
D6BP45	
Q4W5N2	ZNF141
B7Z6B4	
E9PQT4	SLC7A8
L0R885	KIAA0586
M9R4V3	
Q7Z4J1	
Q9BV18	E4F1
A0A059QQ67	ND2
A0A0D4BJT9	CYTB
B7Z1L0	
F8VP90	MMP14
Q6ZPC3	
B3KRN4	
B3KXC0	
B3V8R7	HLA-A
B4DZL8	
E1NZ84	UTY
Q05C86	SMYD2
Q5ZGI7	BV07S1J2.7
A0A097PW46	ND5
B2RA86	
B7Z6A1	
H0YAJ5	APBB2
Q4KMG7	PCDHB7
B2RBC8	
F1CFE6	DMD
F5GXE5	SPX
A1E4E9	GPR144
A6ZIE8	MUC1
H3BLV4	SUSD1
Q3ZM64	
Q8N2B4	
W6AWL8	RHD
M9P8Z2	HLA-B
Q4EWX2	ND3
Q9BXC5	KCNJ10
A8K1E4	
A8K5K0	
H0YDJ8	TOR1AIP1
O76044	
Q4VC57	HLA-DQB1
Q508I5	ANTXR1/NNG1 fusion
L0R6S1	TMEM237
B4DWF1	
B4E0D0	
H7C5P7	TMEM39A
K7EPR2	ZNF227
B9EEI0	COIII
G4W5R1	ND5
A0A059RIW6	ND5
A0A087X0D1	OR1N2
Q2YD84	CXCR5
A0A0G2JN31	MUC20
A0A0U1RRA3	RGSL1
R4L7V9	HLA-B
B2RCS8	
B4DE69	
Q05BY4	C1orf167
Q4F4E8	ND3
A0A075X6V8	CYTB
H3BQ81	DEF8
J7KBW8	ND1
M0QY63	OCEL1
Q2A680	KEL
Q8N4J3	FBXL16
A0A0J9YWK7	TRAPPC9
A0A023I8P3	ND6
H0YF62	DCST2
A0A087WWM1	MUC1
Q9BX94	
X5DP24	MVP
A0A096WIE1	CYTB
Q562T8	ACT
K7EN84	
L8E9R4	UBR7
Q5VTS8	SLC25A27
A0A087WUI4	TPSB2
D2CT72	
Q5Q6L9	ND1
Q6F4B5	AMPD1
B4E126	
C9JA18	DGKB
H9MQ45	ND1
Q6ZVU9	
L8E8E9	IARS2
L8EAR9	ERP44
L8ECL0	C1QTNF2
L8EAW4	RNF181
Q99745	
F4MHM9	UTY
Q14215	
M0QXE1	KLHL26
A0A0A0MS94	CDH23
F1DAL8	NR2F1
A0A0H4LYZ0	HLA-G
B4DXK4	
Q9NRW8	NF2
R4I4E1	HLA-B
A7J1S3	ABCB4
B3KXQ3	
L8E8L8	KLHDC10
O19600	HLA-A
Q75MK9	KCNH2
A0A0C4DGS7	P4HTM
A0A0D9SG21	EDNRB
A0A0E3M100	COX1
B4DLK7	
F1AZF2	COX2
H0YEK0	PPFIA1
Q53FA1	
D9ZHQ2	NRG3
Q67AT4	HLA-DPA1
B2MXE3	ALK
B2RAD8	
B5BU30	TCF7L2
Q5GJ64	
A0A0A7C4Q3	HLA-C
B3KQB2	
B4DHA1	
A1YZL6	pol
K7WBD5	ND1
G0TQY3	RHD
F5GZC1	TMEM2
H7BZX3	C3orf62
Q9UQT3	HLA-C
A0A0N7A4J5	HLA-A
G9G6R5	
H0YKL2	EMC4
X5D7V3	ACP6
A0A0P1GKP1	HLA-DRB4
B3KVE5	
Q59HE4	
A0A0B4J1V7	IGHV7-81
A1L172	ACOT1
B4DK21	
D6R9B7	AXDND1
F8WEH3	SEMA4F
J3KRX4	CCDC47
K7ELH6	SDF2
Q6P183	FAM179B
A0A087WUX4	CACNA1C
A2MYE1	
A7XM32	FUT1
A8K717	
H0YH10	GTPBP1
I3L0D9	ZNF140
I3PY41	ND5
Q96IM8	SERINC2
D3VVK1	ATXN3
H7BYI0	ANKMY1
Q8N2H2	
A0A140HM97	HLA-A
Q6ZNS0	
Q9NPU0	DKFZp762G2015
A0A0G2JN70	LENG8
A0A0U1RR20	PRG4
O95284	env
Q96RP4	IMPG2
A0A0J9YW69	NHSL2
A0A096WF12	ND5
I7API2	HLA-B
O60213	MDR1
Q708J0	c-myb
A0A0X8XX10	HLA-B
B4E1A9	
C9J7G0	RADIL
L8E7W3	TRAFD1
L8EAK0	MYPN
Q504U6	TPR
Q99517	FGF12
A0A0H4MA20	HLA-G
T2HKF7	coxI
B3KWZ7	
C6GLS5	
Q08GE1	RHD
Q96MH0	
H0YB45	KHDRBS3
B2R6L2	
A0A059QK23	CYTB
A0A140T9K3	HLA-F
B4DUB6	
H7C5Q4	EIF2A
J3QLL2	DPEP2
G9LJ51	ND1
A0A059RW63	ND2
A8K7F6	
H0YM33	SMAD6
M1E9X0	DAPL1
P78471	
Q8N505	
A0A0G2JNW8	MICB
B4DGI5	
C9J6C2	RFTN2
Q76EY9	PLA2G4C
A0A0A7C7Z3	HLA-B
D1MZ09	HLA-B
Q14918	
Q6NSD7	POLD4
Q7Z5C5	SRY
Q9BX81	FKSG83
U3M9N8	COI
A0A075B771	ZNF582
A4D185	HOXA1 tcag7.181
B3KS75	
B4DJ61	
B4DKN7	
C6KD90	ABO
D6RAK5	TLL1
F8WC77	C6orf136
Q59GV9	
Q8NAZ7	
D6RB10	C4orf47
F8WCT4	CLEC1A
H0YBV5	MATN2
H2DLA2	VWF
L0RH60	RHD
A0A0A0MSJ0	DDX42
A0A0A1I7H4	HLA-DRB1
B7Z2B0	
L8E9F6	CD6
L8ECG2	GEMIN5
A0A097KU52	CYTB
H3BMX6	MTHFSD
H3BS78	ADGRG3
Q562N8	ACT
A0A096LNY7	TXNRD2
A0A087WUS8	CPNE3
G3CC82	HLA-B
A0A087WZ30	RECQL4
A0A087X2F4	TRDV1
Q6RAS1	MCPH1
V9H119	
A0A0C5Q0C2	IL12B
C0KTE7	PAX5
H3BN91	MAPK8IP3
K7EQA5	NCBP3
O19776	HLA-B
Q8MH31	HLA-DQA1
A0A0A0PU97	ND6
B3VRW0	SLC6A4
B4DWJ0	
B4E320	
C9JPJ0	IFI44L
Q96CT6	C12orf10
A0A140T8Y1	DAZ4
A4FU17	PCDHGC4
A9XAI1	HCR
F8VZ74	FICD
A0A0G2JQN1	SLC45A2
B7ZA15	
Q2EGA0	PROS1
Q9NXN7	
D2CTF7	
O95179	
Q96RY9	gs104
A0A059RL10	ND4
A1YZL4	pol
B7Z9A0	
J3KNI5	TRIML2
O14891	
Q8WYV7	pp14450
Q9TPP2	HLA-DPA1
R9Y4U8	CYTB
U5YUT8	ND1
A0A126GWP0	OR52K1
A0A059RMK5	ND4L
B6VNT4	IL23R
F8R174	HLA-B
F8VU10	CACNB3
I3L1T2	TOM1L1
Q4VBY4	MAP1B
Q53ZX9	PRSS1
Q6QQE4	TUSC3
S6AWD6	
X5D7P1	RPL10
A7E243	CACNA2D4
B2RDZ1	
B4DKE0	
J3QSS1	SLC12A3
A0A059QXN6	COX1
K7EQI8	CYP4F2
Q0Q5F1	CTLA4
Q0VHD7	FASLG
Q9P1T5	CCR5
V9HW11	HEL-S-83p
A0A0K2FGV1	ANKRD11
A0A0K1HQR5	CYTB
A2MYE2	A30
C8CH44	HLA-B
D3VVB6	ATXN3
H9SPJ6	ND6
Q6I9U3	M6PR
A0N7F9	V<beta>14
D3VVN0	ATXN3
H6TMT7	GYPB
C9JBW1	GPR160
Q59F68	
Q05D84	HMMR
O46870	HLA-DRB1
Q75MR3	RFX2
B7Z971	
A0A096WJI6	COX1
L8E898	MUC12
L8ECG5	CAMK2A
M0QZM5	CNTD2
E9PJL1	SLC43A3
H3BTG0	ACSM3
Q5RL96	
Q7Z5Z5	
Q7Z2W0	DKFZp686P04237
A0A143FZ00	ATP6
L8EC71	ZBTB8A
Q59GQ7	
A0A059QSE5	ND3
Q9NSJ2	
A0JNV9	JHDM1D
H0YES7	C14orf105
Q15098	APS
Q9P183	
A0A087X0X7	ATRNL1
B6ZGU8	NR5A1
A0A140T9C6	HLA-DMB
Q0VAG7	STON1
Q67AR8	HLA-DPA1
Q7Z4Q3	
B3KRC8	
B4DHV2	
B4DHZ5	
B4DMN0	
B4DVE3	
C9IZ55	MALL
B8Q0B7	RHD
E0D852	GP1BA
L0R6P6	SH3KBP1
Q86SX2	
Q9BRX4	HMGXB3
Q9P1D1	
A0A059RS22	ND5
L8EAD2	PIP4K2A
Q70LR5	PCDHY
B3KUK8	
B4DM36	
C9WCS3	HLA-B
L8E937	IFT122
A7YDK2	AIP
Q4ZG59	R3HDM
Q59EG2	
Q9Y6D3	
H0YAK3	CDH18
Q1M2X9	HLA-Cw
Q76FP2	KCNV1
A0A059RMS5	COX2
A0A0N7B166	COI
L0R6K4	MAMLD1
F8WEG3	PSMA2
Q8N9J6	
B4DVG9	
A0A059RXE4	ND5
A8K7J7	
H0YAH4	SLC30A5
H0YMW5	PCSK6
X5D7T7	CTBP1
A0A087WV39	RAD54L
A0A087WYI5	NBPF14
H9T437	COX3
Q9BYZ0	ADRB2
C9E1G2	HLA-B
C9J2C0	TUBA8
H9BYR9	HLA-B
Q15897	
H9M4T1	ND5
A0A0G2JQN8	SMN1
A0A0J9YXH7	GPA33
A0A087WVW6	RAPGEFL1
D3VVR6	ATXN3
M9XDU8	HLA-A
Q6FHK1	MRPL28
Q7YQ40	HLA-A
Q8NBT6	
A0A059RH59	ND4L
A0A075B7D2	BRE
B5MEI6	RHD
B3KQX9	
B4DLB7	
K4MTH0	ABO
Q9BSM7	MGC10814
Q9H021	DKFZp761D171
G1EPZ6	HLA-B
G4VYZ1	COX3
Q8WXJ4	NTRK2
H3BPF7	LONP2
M0QXA1	GTPBP3
Q562Q4	ACT
Q4LE40	C14orf159 variant protein
Q59GP6	
Q9UEK9	KRT5
Q68DN3	DKFZp781F1414
B7ZM10	XPO6
G9LAW4	CYTB
Q9HC65	HFE
A0A059RNF0	ND1
B2RAU8	
A4FVC0	EIF2C2
A0A059RNH1	ATP8
Q6AWA7	DKFZp686J1525
X5C3Z9	RUNX1 RUNX1T1 fusion
Q15899	
A8K8T3	
B4E0W0	
B4E1L4	
H0YF85	IAPP
Q53H26	
Q59EF9	
Q8IXE9	
Q9HA27	
X5D3F6	IRF-1
A0A087WUV5	MFGE8
A0A140GPP7	
C1PHC3	CD44
A0A087WUX8	APOOL
A0A0U1RQM7	WDR45
G1FM94	
Q16028	OCRL-1
Q1PSX1	Gli2
Q7Z3R7	DKFZp686C06176
Q8N843	
Q9UNG8	
D3VVR7	ATXN3
L0BWY7	HLA-A
Q6LD14	TXK
Q6ZPB6	
Q8WY74	
Q9UHG8	
A0A059RTA5	ND2
B7Z7V0	
L7XKU3	ND2
Q4G178	SFT2D1
A0A0R5RI36	THRA
F8WES9	HORMAD2
A0A0J9YWK1	ALDH7A1
A0A126LAV2	U13
A1YZI7	
E5RGN5	SLC45A4
F5H7T7	KDM2B
C0LJA9	ESR1
O14885	
O43641	PEPT1
Q6ZS31	
Q7Z354	DKFZp686E22155
A2A2K9	BLCAP
Q5NTA9	HLA-A
H7C3M3	FANK1
A8K081	
H0YK80	SMAD6
I3ZNT3	FADS1
H9M4C6	ND6
Q53GK5	
Q9TP14	HLA-G
B7Z7Z0	
B9EG74	CDK5RAP2
A0A0G2JRY5	TAF4
B7Z5B8	
L0R6F7	CYFIP2
Q6LE65	RB1
F5H481	ETFBKMT
B4E3I6	
Q59G13	
Q8NHD6	
B7Z9H4	
H3BSC9	LMAN1L
M0QYM6	ZNF610
Q9UEU6	
Q32Q17	PPIL5
A8K4B5	
A8KAP4	
H0YKH5	TLE3
I3L538	ZNF263
I3Q0K3	ND2
A0A087WTE5	EBF1
A0A087WVD8	VWCE
A5HC25	KRAS
E4W3V7	KIR3DL2
F8R113	HLA-A
H9QH02	ND6
O75289	
H9S7C8	CYTB
Q86TW5	
Q8NFL9	KLRD1
Q96RF4	KLHL1
Q4TT34	NME4
F8WCW9	SUMF2
M9P9K6	HLA-B
H3BS84	FANCA
L8E7T4	LIMK2
Q1HGV2	TP53
A0A0P1IVV5	RHD
A0A087WW28	MAGIX
A0A087WXR9	WNT1
Q9UH60	
A0A059QRJ6	CYTB
O95597	bcl-2-JH
Q5FBW8	PMS2
Q711P9	
U6BGT3	TP53
B3KSS6	
B4E1T8	
C9J6E5	EIF4E3
H9MQS6	ND5
A0A0G2JL00	FRS2
A0A141AZE0	HLA-C
A0A140T9X7	COL11A2
A0A075B715	REC8
B7SEX9	DSPP
B7Z2D7	
B7Z8K4	
B7Z2T9	
Q75MI7	DPP6
R9Y5X1	ND1
A0A059QIA1	ND1
B8Y1X4	HLA-A
L8E721	TNRC6B
Q7Z4X3	
A0A0A7C546	HLA-B
A0A0A7MGQ3	CFTR
B7Z3Y2	
E0WBT4	HLA-A
O00664	HLA DRB4
Q1RMY5	SEMA6C
A2BCY5	HLA-C
B3KPA5	
B3KVY6	
B4DYZ4	
A0A059RNM8	ND2
C1KEM5	HELZ
J3KS41	L3MBTL4
L8E7V6	TXNIP
Q14666	
X2BYH4	SETDB2-PHF11 fusion
A0A097PVV2	ND1
A0A0A8WIW4	RHD
B7Z3C9	
D6R9Q2	ASB5
J3QSC5	LGALS9B
Q24K27	SOBP
Q5VZE7	SPINK4
Q4F2Z9	CYTB
A0A0C4DG50	SEMA3A
B7Z9B3	
I7C337	SHANK2
L7QJB5	HTR2A
Q4W5D6	FLJ10983
Q6ZSD7	
A0A0H4LYX8	HLA-G
B4DSE4	
B4DZ53	
D3U3S7	HLA-B
A0A023T1W2	
A2RU29	MORC3
B7Z3N7	
E9PR49	TPH1
I6M4H5	HLA
Q1RMC8	ROBO1
A0A024R3C0	CASP5 hCG_40122
G3V2Q0	SYNE2
L8E8Y7	SLIT3
U3KPX6	ZEB2
A7E244	TBC1D10A
H3BM19	MPDZ
J3KNC3	SMCO2
O60411	
Q53GZ2	
Q9NPX5	DKFZp762N2316
C6GLW0	
D6RFH7	UNC93A
A0A0E3DDB0	HLA-B
L8E7F7	HNRNPUL2
A0A140TA14	HLA-B
H9R6C1	COX1
Q8TDB2	
B4DGR3	
B4E3E9	
Q53TK5	ADAM23
Q8TCB3	TMEM185A
A0A0M3LB49	MICA
C9J4F2	NEMP2
A4FU72	DOCK7
D2CT65	
Q6NWR0	GPR77
A0A059RV52	COX3
Q8TD29	CD8B1
B3KNG8	
B3VRC0	HTR2A
Q8WXW8	JK
H0YEB9	KCNK7
A2N2F4	VK3
B7Z1V9	
B7Z9H9	
Q9NX89	
I1VE21	ITPR2
L8E6Z9	TCHHL1
Q06HC4	BNC2
B2R4Q8	
B4DDQ8	
C9J4A2	MEIOC
A0A059QL41	COX1
B3KTP7	
Q5ND69	HLA-A
A4UCT2	
B3KX86	
H9C5H0	HLA-B
I7DB22	MDR3
Q5ZGI9	BV05S1J2.1
Q8TEH2	FLJ00225
Q9NW02	
A0A087WWV3	
D2DJS6	VSTM1
G3XL83	HEXA
Q69YY7	DKFZp434P0735
Q75MU4	LIMK1
A0A110BGM1	KIR3DL2
B3KM48	
B3KTJ1	
Q495U0	SASS6
Q8TDC5	
Q59GL8	
Q7KZ59	RB1
Q4F7G6	HLA-B
A0A0J9YYB4	SPDYE16
Q8MH54	HLA-DQA1
A7E2A5	ARAP2
B3KTV0	
B4DM78	
B4DTR5	
Q68DD9	DKFZp781C0423
H0YLU5	PLEKHH1
A0A087X0G6	OR8H1
G3FEP9	ABO
Q6IFR1	
Q9UMF3	PD-1
J3KSF4	MKS1
K7EQL4	TNNT1
O19653	
Q5K620	
B9EKU7	KLHL33
E9PK29	C1orf106
E9PL40	TSPAN18
Q8IXD3	PROS1
X6RH50	USP54
B7Z620	
Q13984	CEA
Q8NDV9	MDM2
A0A0X8AT42	BCL2L12
Q5J1K6	
Q6NS94	CYLC1
A0A059QLE7	ND3
A0A0E3DDF4	HLA-B
A0A0G2JNE6	KIR3DL1
A0A0U1ZBT6	c-Cbl
B2R5B6	
B2R8A5	
B4DJR6	
H0YKF1	PSTPIP1
X2BZC4	SETDB2-PHF11 fusion
A0A125QYY6	
A8K4W0	RPS3A
B4DEH2	
B4DXR0	
B7Z701	
L8EAU7	BTNL3
M0QX89	SIPA1L3
Q59GD4	
R4QU27	HLA-B
A0A0J9YVU5	IGHV2-70
A0A126LB15	U65
F6SII6	ZBTB8OS
A0A087WWT3	ALB
E2GJL8	HLA-B
M1RSU5	IRS-1
K9R325	CYTB
Q71EB9	
Q86UG6	
D6RJB3	UBE2D3
Q6I9S1	NR1D2
Q9UMR0	FBP2
A0A059RSL6	ND4L
A0N4X1	Tcr-alpha
L8E9U6	LONRF2
Q0ZCG0	
Q6TXQ4	
W8DYI2	TGFBR2
K7ELA1	LGALS3BP
O19545	HLA-B
Q6LCK3	SCNN1G
B7Z967	
Q2I379	
B4DVW4	
B4E0X4	
D5FZJ8	HLA-B
H7C512	CFAP44
H3BUZ6	ABHD2
W5S2U8	
A0A0A0PNK9	CYTB
E9PK81	TM7SF2
L8E847	SNAP29
Q584H6	EPHA4
A0A0A8K8N9	URLC5
A2RU80	MPP4
B7Z3W6	
B9EJB6	MAP9
G4XID0	RHD
H0YB40	RHOQ
A0A0J9YVS6	UPK3B
A0A109PW65	
Q15810	
Q9NYZ8	
B3KUD1	
K7ENK2	PIGN
L0R6K6	MTFP1
Q3B837	ABL1
B2RBR9	
F5H5C6	CLSTN3
A8K3Q8	
H0Y902	SLC23A1
C6GLV0	
A0A0H4LVE3	HLA-G
A0A0H4LVJ1	HLA-G
B2RXG5	WBSCR16
B4XAK8	TP53
A0A0D9SFU5	TCF4
H0YE49	MS4A4A
Q96AY5	ADAMTS3
S6AWD9	
A0A140T9H8	HLA-DMA
Q8NDR3	DKFZp547H249
Q9HCX6	PDE4DN2
A4D1P7	KIAA1466 tcag7.1025
Q8N9E6	
A0A0M3LAT3	MICA
A0A126GV69	OR13G1
A0A126GW58	OR1S1
B4DHD2	
B4E0D1	
Q5HYG8	DKFZp686P09201
A0A0K2FQ90	POLG
A4UCS6	
B3VRY0	TPH1
B4DUU0	
F4MHL1	UTY
A8KAK1	
H0YEQ3	TMEM262
I3Q2C2	ND4
Q53GC8	
Q6ZV93	
Q8NAK2	
A0A087WVI8	TICAM1
A0A087X1H1	MBD3
B4DXN6	EIF3B EIF3S9
Q9UE84	
A0A0A8LDY6	HLA-DRB1
B4DG82	
B6HY76	IL23R
D6R9V8	CDV3
F8WDR8	MCMDC2
J3QR25	CYB561
Q8WXN0	DRD4
A0A096LNK9	SMTN
Q16173	dystrophin
U5YBN1	HLA-A
A0A087WUP0	ANXA8L1
A0A087WZP6	NID2
A0A023I852	ND6
A0A087X0I9	PRKCQ
H0YDT3	OSCP1
H9Q5E5	ND5
Q4W5T8	PKP4
R4N536	HLA-B
B4DPM4	
B4DWA9	
B4E1I8	
C9JMW3	NECTIN3
Q06F34	PROS1
Q8TC25	
Q9H955	
B9EGV9	CLN8
C9J2J3	DCUN1D2
G1AUC3	RHCE
Q6LDL1	
Q6LE76	RB1
Q861F7	HLA-A
A4QN18	SEC16A
F8VV57	KRT5
A0A059QKC3	ND3
A0A059QST3	CYTB
J3KS84	FBXO15
A0A096YC77	COX3
Q9BU51	ZNF224
H3BML7	TCF4
L8E8Y4	C8orf4
L8ECQ3	LOC100128009
Q6ZNT8	
G3V4N3	PPP1R36
H0YIC1	BICDL1
A6PVI2	PLG
H0Y946	KDM3B
Q9H4M8	NR1I2
X5DRG1	LARGE
Q53QT4	KIF5C
Q95IB1	HLA-A
A0A087WT71	MYO7A
A0A087WU84	OPRK1
A0A087X0C3	YTHDF3
A0A087X2D2	RPRD1B
B6ZGU5	NR3B3
H0YGH9	CLEC4E
Q0D2Q4	FAM48A
Q6NWP4	IL22
Q9UEJ5	PLAU
R4GMX6	FARS2
A0A075X8C1	COX2
B7SEY0	DSPP
B7Z1H7	
B7Z809	
J7I188	HLA-B
Q6ZNI4	
A0A067ZUL0	NPIP
B5TKC1	ESR1
Q16046	H-RAS
H0YFW3	PACRG
A0A087WU21	CD24
A0A087WW91	SYN2
Q9UNL8	APC2
A0A060ILJ5	RAET1E
A1XPJ1	
B9TX10	MED16
L8E918	IKBKAP
Q6IAN5	TREX1
A0A096ZG20	RHD
A0A059QPH7	CYTB
Q8N6X9	ZNF586
W6AWA2	RHD
A0A0P0I3A3	ERBB4
A0A075B754	ATAD5
Q6ZT81	
Q7Z5F4	
L0R5C0	MOBKL2B
L8E8T2	FYCO1
Q58F05	NARG1
Q9TPW0	
K7EPW8	NT5M
K7EQ50	ABCA5
L8E925	CHST6
A0A0C4DFW0	GARNL3
A0A0E4AYH7	RHD
B3KRC9	
B4DE48	
B4DZU9	
K7ES04	TMOD4
A0A0D9SGJ6	SYNJ1
O77837	HLA-DMA
V9GYX0	ACKR2
A0A0G2JRF5	CYFIP1
A0A0G2JKH4	DOC2B
A0A126GWR3	OR9Q1
D6RGC8	CDS1
D9IWM0	PRMD9
A0A0N7D7S4	cytB
A0A0C4DGX0	ANKRD36B
A0A0G2JP77	ZNF676
A0A0U1V1F2	KIR3DL2
Q7Z427	
Q8NF63	FLJ00318
C9JZV1	HIVEP1
A0N5S9	Ig <mu>
A2VCM4	PLCH2
B7Z615	
O60734	
B3KVJ2	
Q13262	7 ER oestrogen receptor: delta 4
Q59GI8	
A0A0H4LU94	HLA-G
Q67AR6	HLA-DPB1
A0A125RM81	HLA-DPB1
B3KXB3	
E1NZ98	UTY
Q05BW2	MXD3
B2D098	
G9BCZ1	LDHC
Q4VXW1	COL9A3
A0A0J9YY01	MYO15B
A4D1W0	LOC254750 tcag7.1215
X5D9L8	STK39
A9YWT4	
H7BYA3	RASGEF1A
Q13974	CDIE
Q0ZK09	CYTB
Q9NT80	DKFZp434E1030
Q9UFI1	DKFZp434M231
A0A059QQL5	ND1
A0A087WZN7	NBPF10
Q6XYS1	CTNNA3
C9JBR8	SORBS2
A0A023W596	RHD
B4DHZ3	
B4DVS2	
C9J9U1	TSPAN12
G4XID1	RHD
